,1006,1068,1096,1017,1034,1126,1009,1018,1007,1047,1122,1064,1073,1072,1110,1013,loss_train,accuracy_train,roc_auc_train,f1_train,clf_loss_train,ct_loss_train,ct_acc_train,loss_val,accuracy_val,roc_auc_val,f1_val,clf_loss_val,ct_loss_val,ct_acc_val
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.697640419006348,0.5,0.125,0.3333333333333333,0.6978371143341064,2.861288070678711,0.031855188926534224,3.5497288703918457,0.5,0.5,0.3333333333333333,0.697028398513794,2.8527004718780518,0.022467044930004943
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.424070358276367,0.5,0.125,0.3333333333333333,0.6979572772979736,2.8549749851226807,0.031855188926534224,3.5437350273132324,0.5,0.5,0.3333333333333333,0.697144627571106,2.846590518951416,0.022467044930004943
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.172901153564453,0.5,0.125,0.3333333333333333,0.6980774998664856,2.848757743835449,0.031855188926534224,3.5378382205963135,0.5,0.5,0.3333333333333333,0.6972633004188538,2.8405749797821045,0.022467044930004943
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.86265754699707,0.5,0.125,0.3333333333333333,0.6981989145278931,2.8426406383514404,0.031855188926534224,3.532041549682617,0.5,0.5,0.3333333333333333,0.6973826885223389,2.8346588611602783,0.022467044930004943
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.617871284484863,0.5,0.125,0.3333333333333333,0.6983212828636169,2.836621046066284,0.031855188926534224,3.526348114013672,0.5,0.5,0.3333333333333333,0.6975034475326538,2.8288447856903076,0.022467044930004943
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.476800918579102,0.5,0.125,0.3333333333333333,0.6984462738037109,2.8307015895843506,0.031855188926534224,3.5207672119140625,0.5,0.5,0.3333333333333333,0.697624921798706,2.8231422901153564,0.022467044930004943
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.445655822753906,0.5,0.125,0.3333333333333333,0.6985729932785034,2.824883460998535,0.031855188926534224,3.5152926445007324,0.5,0.5,0.3333333333333333,0.6977468729019165,2.8175456523895264,0.022467044930004943
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.081769943237305,0.5,0.125,0.3333333333333333,0.6987032294273376,2.8191609382629395,0.031855188926534224,3.5099263191223145,0.5,0.5,0.3333333333333333,0.6978687047958374,2.8120574951171875,0.022467044930004943
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.856308937072754,0.5,0.125,0.3333333333333333,0.6988353133201599,2.8135392665863037,0.031855188926534224,3.5046608448028564,0.5,0.5,0.3333333333333333,0.6979889869689941,2.8066718578338623,0.022467044930004943
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.679605484008789,0.5,0.125,0.3333333333333333,0.6989689469337463,2.808016300201416,0.031855188926534224,3.499502420425415,0.5,0.5,0.3333333333333333,0.6981077790260315,2.8013947010040283,0.022467044930004943
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.66459846496582,0.5,0.125,0.3333333333333333,0.6991039514541626,2.8025848865509033,0.031855188926534224,3.494446277618408,0.5,0.5,0.3333333333333333,0.6982247233390808,2.7962214946746826,0.022467044930004943
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.145830154418945,0.5,0.125,0.3333333333333333,0.699240505695343,2.7972517013549805,0.031855188926534224,3.4894931316375732,0.5,0.5,0.3333333333333333,0.6983382701873779,2.7911548614501953,0.022467044930004943
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.186491012573242,0.5,0.125,0.3333333333333333,0.6993770003318787,2.7920141220092773,0.031855188926534224,3.4846441745758057,0.5,0.5,0.3333333333333333,0.6984484195709229,2.786195755004883,0.022467044930004943
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.82901382446289,0.5,0.125,0.3333333333333333,0.6995135545730591,2.7868759632110596,0.031855188926534224,3.479893207550049,0.5,0.5,0.3333333333333333,0.6985538005828857,2.781339406967163,0.022467044930004943
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.756771087646484,0.5,0.125,0.3333333333333333,0.6996483206748962,2.7818288803100586,0.031855188926534224,3.4752445220947266,0.5,0.5,0.3333333333333333,0.69865483045578,2.7765896320343018,0.022467044930004943
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.573890686035156,0.5,0.125,0.3333333333333333,0.6997807025909424,2.7768759727478027,0.0318571450927614,3.470696449279785,0.5,0.5,0.3333333333333333,0.6987498998641968,2.771946668624878,0.022471129847264945
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.453096389770508,0.5,0.125,0.3333333333333333,0.6999101638793945,2.7720160484313965,0.03185910125898858,3.466245174407959,0.5,0.5,0.3333333333333333,0.6988380551338196,2.767407178878784,0.022483384599044948
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.342114448547363,0.5,0.125,0.3333333333333333,0.700035810470581,2.767249584197998,0.03186496975767013,3.461890697479248,0.5,0.5,0.3333333333333333,0.698918342590332,2.762972354888916,0.02249972426808495
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.207470893859863,0.5,0.125,0.3333333333333333,0.7001562714576721,2.762575387954712,0.031877684838146805,3.4576306343078613,0.5,0.5,0.3333333333333333,0.698990523815155,2.7586400508880615,0.022532403606164958
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.029120445251465,0.5,0.125,0.3333333333333333,0.7002710103988647,2.7579877376556396,0.03190604924844093,3.453458786010742,0.5,0.5,0.3333333333333333,0.6990520358085632,2.754406690597534,0.022577337696024966
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.019289016723633,0.5,0.125,0.3333333333333333,0.7003780007362366,2.7534914016723633,0.031946150656098155,3.4493753910064697,0.5,0.5,0.3333333333333333,0.6991016864776611,2.7502737045288086,0.02263044162040498
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.755615234375,0.5,0.125,0.3333333333333333,0.7004767656326294,2.74908185005188,0.032029287720753356,3.4453773498535156,0.5,0.5,0.3333333333333333,0.6991386413574219,2.7462387084960938,0.022765243889985007
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.682397842407227,0.5,0.125,0.3333333333333333,0.700564980506897,2.7447612285614014,0.03217893443713273,3.4414620399475098,0.5,0.5,0.3333333333333333,0.699161946773529,2.742300033569336,0.022965404835725053
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.60744571685791,0.5,0.125,0.3333333333333333,0.7006414532661438,2.7405214309692383,0.03240487163637217,3.437626838684082,0.5,0.5,0.3333333333333333,0.6991714239120483,2.7384555339813232,0.023206414954065106
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.434103012084961,0.5,0.1875,0.3333333333333333,0.7007052302360535,2.736367702484131,0.032754047307924035,3.433866024017334,0.5,0.5,0.3333333333333333,0.6991652250289917,2.7347006797790527,0.023647586018145202
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.411721229553223,0.5,0.1875,0.3333333333333333,0.700753927230835,2.7322957515716553,0.03332133551380662,3.430182933807373,0.5,0.5,0.3333333333333333,0.6991438269615173,2.731039047241211,0.024276663276185342
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.163551330566406,0.5,0.1875,0.3333333333333333,0.7007864117622375,2.7283036708831787,0.03413705683054123,3.4265687465667725,0.5,0.5,0.3333333333333333,0.6991063952445984,2.7274622917175293,0.025330571929265574
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.078545570373535,0.5,0.1875,0.3333333333333333,0.7008007168769836,2.724388599395752,0.03540563062886832,3.423018455505371,0.5,0.5,0.3333333333333333,0.699051022529602,2.7239675521850586,0.02686650081902591
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.977481842041016,0.5,0.1875,0.3333333333333333,0.7007970213890076,2.720555067062378,0.037149552820400465,3.419532299041748,0.5,0.5,0.3333333333333333,0.6989774107933044,2.720554828643799,0.029019252215046386
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.885211944580078,0.5,0.1875,0.3333333333333333,0.7007727026939392,2.716794013977051,0.03936491107268331,3.416107654571533,0.5,0.5,0.3333333333333333,0.6988852024078369,2.7172224521636963,0.03202575131840705
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.829935073852539,0.5,0.125,0.3333333333333333,0.7007273435592651,2.7131052017211914,0.04216809727623415,3.4127397537231445,0.5,0.5,0.3333333333333333,0.6987742185592651,2.713965654373169,0.03532227954722777
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.670270919799805,0.5,0.1875,0.3333333333333333,0.7006601095199585,2.7094900608062744,0.04531752490199607,3.409425973892212,0.5,0.5,0.3333333333333333,0.6986453533172607,2.710780620574951,0.03930915879298865
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.624903678894043,0.5,0.1875,0.3333333333333333,0.700570285320282,2.705949068069458,0.048827865196672954,3.40616512298584,0.5,0.5,0.3333333333333333,0.6984983086585999,2.7076668739318848,0.04352479340530958
33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.529007911682129,0.5,0.1875,0.3333333333333333,0.7004585266113281,2.702467679977417,0.05223452868130922,3.4029541015625,0.5,0.5,0.3333333333333333,0.6983350515365601,2.7046191692352295,0.04763422016887048
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.47834300994873,0.5,0.1875,0.3333333333333333,0.7003245949745178,2.6990535259246826,0.055718460731919155,3.3997914791107178,0.5,0.5,0.3333333333333333,0.6981552243232727,2.70163631439209,0.0518090056085914
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.434833526611328,0.5,0.1875,0.3333333333333333,0.7001687288284302,2.6957039833068848,0.05918576536959805,3.396672487258911,0.5,0.5,0.3333333333333333,0.6979593634605408,2.6987130641937256,0.055844903861472284
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.388176918029785,0.5,0.25,0.3333333333333333,0.6999921202659607,2.6924164295196533,0.06274990023552242,3.3935980796813965,0.5,0.5,0.3333333333333333,0.6977492570877075,2.6958487033843994,0.059950245707773187
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.238302230834961,0.5,0.25,0.3333333333333333,0.6997962594032288,2.6891846656799316,0.06614091439034124,3.39056396484375,0.5,0.5,0.3333333333333333,0.697525680065155,2.69303822517395,0.063614416489994
38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.311944961547852,0.5,0.25,0.3333333333333333,0.6995811462402344,2.68601131439209,0.06937836949632632,3.38757061958313,0.5,0.5,0.3333333333333333,0.6972897052764893,2.6902809143066406,0.06706617157469476
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.134943962097168,0.5,0.25,0.3333333333333333,0.6993502378463745,2.682893753051758,0.07239966823420788,3.384614944458008,0.5,0.5,0.3333333333333333,0.6970412731170654,2.6875736713409424,0.07036269980351548
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.068723678588867,0.5,0.25,0.3333333333333333,0.6991025805473328,2.679825782775879,0.07551877528344848,3.381695508956909,0.5,0.5,0.3333333333333333,0.6967816352844238,2.6849138736724854,0.07344681233481616
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.079849243164062,0.5,0.25,0.3333333333333333,0.6988401412963867,2.6768085956573486,0.07853713977198927,3.378810405731201,0.5,0.5,0.3333333333333333,0.6965126991271973,2.682297706604004,0.07647373602447682
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.953190803527832,0.5,0.25,0.3333333333333333,0.6985639333724976,2.6738367080688477,0.08121513133700049,3.3759591579437256,0.5,0.5,0.3333333333333333,0.6962366104125977,2.679722547531128,0.07921471550593742
43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.945535659790039,0.5,0.25,0.3333333333333333,0.6982752680778503,2.670912742614746,0.08398799696403002,3.373138666152954,0.5,0.5,0.3333333333333333,0.695953905582428,2.677184820175171,0.08164932619289797
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.861164093017578,0.5,0.25,0.3333333333333333,0.6979763507843018,2.6680259704589844,0.08663175562006557,3.3703453540802,0.5,0.5,0.3333333333333333,0.6956644058227539,2.6746809482574463,0.0840798519625985
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.805529594421387,0.5,0.3125,0.3333333333333333,0.6976680159568787,2.665186882019043,0.08929801018771372,3.3675758838653564,0.5,0.5,0.3333333333333333,0.6953673362731934,2.672208547592163,0.08660433082927906
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.80337142944336,0.5,0.375,0.3333333333333333,0.6973507404327393,2.6623775959014893,0.0919476373424308,3.3648276329040527,0.5,0.5,0.3333333333333333,0.6950648427009583,2.6697628498077393,0.08885920515679954
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.747664451599121,0.5,0.375,0.3333333333333333,0.6970259547233582,2.659608840942383,0.09442707803538314,3.3621013164520264,0.5,0.5,0.3333333333333333,0.6947565674781799,2.667344808578491,0.0904850022262799
48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.666701316833496,0.5,0.375,0.3333333333333333,0.696693480014801,2.656874418258667,0.09694857630221985,3.3593909740448,0.5,0.5,0.3333333333333333,0.6944428086280823,2.6649482250213623,0.09256422511162037
