,For_0,For_1
163,12.790388,6.438333
164,15.209311,4.0484195
165,11.782954,4.680523
166,15.454385,2.2716532
167,12.729108,7.4509745
168,11.368086,9.080817
169,7.726071,6.4957027
170,16.917933,2.1164017
171,15.902063,3.0286932
172,9.957367,8.154083
173,10.921464,6.112929
174,4.035749,5.8228645
175,10.821524,3.4282353
176,4.7252197,6.776335
177,7.8004866,10.031933
178,5.906059,13.91983
179,15.555999,3.157732
180,4.6231813,6.90186
181,11.653152,6.756519
182,11.32918,6.9594364
183,7.6317787,9.642893
184,5.301333,14.667016
185,8.418234,8.637943
186,8.256287,11.309673
187,2.2337399,13.169718
188,9.751969,8.067708
189,6.9681826,10.570874
190,6.3803024,8.9550295
191,14.794806,3.9500937
192,9.721446,8.013017
193,12.535627,5.5752177
194,6.6111126,12.117428
195,11.661093,7.392874
196,2.1870556,15.03218
197,2.9530776,8.950201
198,16.916792,1.2904973
199,2.0348837,12.905376
200,4.7870874,7.4954004
201,16.67323,1.170424
202,11.336185,2.4869947
203,13.698053,7.603766
204,4.2208314,9.163391
205,9.932941,8.916562
206,8.479095,10.28632
207,17.287199,0.89867926
208,6.9063997,13.663527
209,8.991733,8.984457
210,13.274759,6.7743835
211,5.6668496,7.880455
212,10.697789,3.5972147
213,3.8161116,7.5129337
214,2.9429207,3.1279602
215,4.391267,7.72429
216,8.192877,10.541777
217,7.8885403,10.994822
218,12.708235,5.8704166
219,15.3582,2.330929
220,13.119499,4.3826323
221,5.9170275,10.676969
222,2.5023885,7.6325645
223,0.030515209,11.650717
224,16.354477,1.7147318
225,9.757564,8.190105
226,7.9184713,1.9208875
227,8.556529,11.32609
228,0.7835669,15.151096
229,3.149991,10.355608
230,3.301468,7.9169636
231,10.894621,9.843212
232,5.8744965,14.30197
233,13.813774,4.1342645
234,15.074799,2.8796196
235,10.484743,6.1505785
236,3.6634881,7.434654
237,11.366272,7.025334
238,12.510259,4.1078134
239,17.067293,0.926498
240,14.428606,4.334729
241,7.7133055,9.101524
242,4.382311,9.283943
243,8.403495,11.577618
244,5.4743834,13.787302
245,14.13183,5.078386
246,12.883665,7.1059875
247,16.670359,2.270107
248,10.849922,4.4675865
249,17.656635,1.5520458
250,14.664349,3.696106
251,3.9079123,6.926839
252,4.51789,9.70062
253,7.9667234,10.996646
254,2.9532843,6.3288937
255,16.620905,2.759645
256,5.4298267,12.585722
257,3.4818773,10.991936
258,14.880791,3.832454
259,16.059513,4.2677755
260,8.277141,13.386322
261,2.3165684,12.177879
262,4.901577,13.788761
263,9.320675,3.6259723
264,8.233569,9.697746
265,7.5687623,12.352362
266,3.9520671,13.973645
267,12.878916,6.559746
268,4.786578,12.595037
269,9.424298,3.1002266
270,13.024054,6.7392263
271,3.8834305,7.5867615
272,16.016243,2.1169925
273,15.24528,1.9963703
274,10.315361,11.040107
275,3.6699758,10.212475
276,8.41914,10.545966
277,3.1117973,8.0281725
278,11.520355,3.010188
279,14.181264,3.6601567
280,11.043778,7.1416793
281,4.166581,7.406705
282,2.8701882,6.277123
283,2.4077365,9.880129
284,2.5950375,11.531109
285,15.558676,2.4891093
286,1.8497406,13.530949
287,9.975798,7.227646
288,7.328356,7.6893353
289,8.923704,7.2914305
290,3.3615031,8.290294
291,9.9164715,8.957024
292,11.336721,7.462496
293,9.987928,8.453888
294,12.4064865,6.1195145
295,15.509737,1.595713
296,4.855547,7.6187706
297,8.416573,7.9211893
298,11.085463,5.1942277
299,10.915475,10.066456
300,14.725036,3.1073081
301,9.332262,7.045738
302,7.287902,8.723292
303,2.5898619,7.568255
304,2.999357,4.486546
305,16.55971,2.6900754
306,8.591596,8.582299
307,5.2342434,14.536127
308,14.099939,6.235585
309,3.048205,5.7781725
310,10.234847,9.987226
311,3.108938,11.163216
312,16.384983,2.3181615
313,15.40361,1.0784152
314,5.0627146,7.955986
315,10.071042,6.635421
316,13.389133,6.714039
317,3.5195436,6.803771
318,11.813347,7.636284
319,2.1079192,14.013404
320,16.332119,1.7524893
321,12.207436,4.711417
322,15.085789,3.669956
323,8.780107,11.395716
324,11.668018,9.576715
325,3.3633056,8.425415
326,16.088835,2.8209968
327,15.726349,5.7353845
328,13.778626,4.399697
329,3.2257185,7.5378056
330,3.4362636,8.282876
331,3.6158316,9.160308
332,10.324827,3.029177
333,11.250761,3.9120498
334,4.4465084,5.313011
335,16.767548,3.2163613
336,2.8430967,13.350623
337,16.059254,2.1802666
338,10.5738125,5.411437
339,6.4805536,7.7826347
340,3.20801,6.293654
341,11.078088,6.4960446
342,8.212672,12.882819
343,12.400275,8.016323
344,16.00605,3.6605725
345,9.357752,8.375427
346,5.687252,11.477268
347,3.3148818,11.199599
348,8.938045,8.419752
349,9.582476,7.4573717
350,3.3990428,8.072377
351,3.5893798,8.706218
352,13.681225,3.2687771
353,4.172985,9.147484
354,14.262903,5.5177064
355,3.6273403,3.8131804
356,4.0347376,3.9425611
357,15.500061,3.3237994
358,12.815161,4.9018803
359,8.272371,9.308955
360,2.933867,16.11055
361,9.34601,7.7783556
362,16.452997,3.898024
363,3.2214212,8.171994
364,9.024691,7.400051
365,14.794753,3.0502381
366,15.763304,2.337048
367,12.767793,6.192863
368,10.711239,1.4456897
369,9.0523815,6.6571527
370,9.345131,7.641983
371,3.2877545,6.872674
372,13.961643,6.2607365
373,5.2372003,10.140568
374,4.2049055,3.7343156
375,7.3942814,12.816629
376,8.184232,10.739044
377,0.85679406,11.785368
378,4.155649,8.03432
379,8.287705,9.8717
380,4.581798,13.799189
381,15.939752,1.788911
382,2.923021,9.463743
383,10.746286,2.3219974
384,10.225756,9.114813
385,5.1802483,11.739456
386,3.3824692,9.330729
387,13.910625,4.4574575
388,15.791219,2.1645637
389,6.675378,13.096778
390,9.643255,5.6936693
391,2.0810022,14.304274
392,6.0433455,13.019646
393,12.739967,5.447797
394,12.254005,7.345065
395,7.3722105,14.423319
396,12.109007,7.168191
397,7.759703,10.227108
398,5.2839403,15.146582
399,10.172573,3.8997326
400,11.348751,7.914908
401,5.5561647,10.587224
402,4.4282675,7.5205097
403,17.051346,1.2059078
404,7.333557,13.877232
405,3.5784984,10.007092
406,2.970378,6.1762877
407,3.8797352,7.085232
408,0.20593832,11.095667
409,11.5561905,6.690164
410,4.7928896,12.692693
411,16.338837,2.433758
412,9.367603,10.614309
413,10.76409,6.9739423
414,8.367084,10.26113
415,0.6955708,7.9562006
416,3.5301058,6.706209
417,15.749409,2.67846
418,16.413692,2.5114596
419,4.1113753,9.707425
420,12.028146,2.3071258
421,8.107373,10.668347
422,3.4757128,10.502718
423,4.897868,14.436781
424,2.597064,7.574931
425,9.438009,8.618178
426,8.304324,7.1002245
427,0.0069358316,14.636738
428,3.453436,7.3113756
429,5.947604,12.044728
430,2.321142,14.747657
431,7.311284,7.820751
432,3.2379785,7.3322325
433,2.4178076,8.714552
434,11.299993,8.680362
435,4.4322195,7.980345
436,3.543233,7.3176355
437,8.136565,12.851539
438,4.884016,10.104204
439,5.263679,15.507716
440,17.115982,2.45497
441,4.0330734,7.0321198
442,6.043508,11.426798
443,3.8176494,7.449141
444,0.6075904,13.792515
445,13.431631,6.217161
446,11.118462,3.1981387
447,7.546734,7.8501854
448,12.361176,8.74992
449,4.7777095,4.70399
450,3.3950572,13.186969
451,11.2623415,7.839417
452,16.673973,2.4208891
453,7.1127768,11.336661
454,9.131126,12.51182
455,2.814323,7.4822927
456,6.6258407,11.668213
457,8.885464,9.800486
458,14.758192,5.254251
459,4.1640215,11.056616
460,15.2513895,3.0092409
461,9.801599,5.8966017
462,5.3402524,12.586419
463,12.5009365,6.6935024
464,14.727204,5.5684237
465,5.505513,11.080563
466,0.52413356,12.139931
467,13.265293,6.009404
468,16.205538,2.4913158
469,1.3126603,13.345467
470,3.343239,6.3401213
471,16.974815,1.6633167
472,12.879281,6.0244074
473,11.22374,7.663167
474,3.4282236,7.2967367
475,9.804274,2.183763
476,15.773477,2.697788
477,7.977899,9.740168
478,8.034572,9.393319
479,11.796387,7.2614717
480,12.070611,6.1537642
481,14.270027,5.8275504
482,15.971258,2.2223196
483,5.4512687,10.727573
484,15.728308,3.1012483
485,2.7828646,7.7756605
486,3.6291327,6.9682927
487,3.1320062,7.336265
488,6.095046,8.44996
489,4.1804457,11.959144
490,10.95118,5.3350797
491,16.239536,1.7534854
492,4.2735057,12.650572
493,4.0748663,7.813901
494,5.1454716,7.662448
495,7.3731165,12.904977
496,8.3719635,8.862603
497,0.0015111461,12.258839
498,10.278286,9.584854
499,3.0359635,6.6727686
500,0.012914587,11.9114895
501,14.905659,3.699514
502,3.6559806,7.0754685
503,13.907076,5.696327
504,11.8274,5.080612
505,15.843236,3.4277654
506,15.4872055,4.324412
507,3.221826,8.202095
508,9.588831,8.992361
509,11.760585,6.148437
510,5.6350765,6.041562
511,12.423465,7.752885
512,3.4781876,13.456531
513,6.75507,8.579018
514,6.7278013,12.99348
515,12.967483,5.1220446
516,9.108183,10.750211
517,3.33518,4.646639
518,12.938532,7.508012
519,16.652866,1.5075793
520,9.994724,5.559246
521,12.843861,2.1914415
522,4.1432104,9.197605
523,3.6591673,7.4002223
524,4.9154444,12.678631
525,15.534833,3.9367013
526,10.584352,11.933413
527,2.8514738,11.695076
528,12.287737,7.672289
529,15.186546,2.8253098
530,15.48564,3.1768916
531,4.3208537,6.8122005
532,4.8684683,12.490437
533,15.946253,2.8944488
534,11.116392,6.6647115
535,4.9704065,6.4379816
536,3.1222138,14.849627
537,15.604041,1.7464633
538,4.351918,6.976412
539,3.9146032,6.1628246
540,14.33197,2.710616
541,17.496689,2.2542875
542,2.9647915,8.046141
543,11.113758,6.9504285
544,4.459854,6.9371233
545,7.624357,9.379309
546,13.03017,8.430393
547,13.669739,4.7800865
548,5.9356556,11.074354
549,0.32800442,15.532428
550,8.509598,10.117704
551,3.1836448,7.737978
552,16.645061,2.529159
553,8.345603,8.789298
554,15.881979,1.767488
555,3.7558823,13.857529
556,3.4821563,7.259781
557,10.136501,7.377822
558,14.82185,4.6475077
559,3.1897855,10.503456
560,4.31056,4.869357
561,15.571469,1.5602508
562,11.470819,5.4789734
563,4.9225845,13.575666
564,7.760189,6.0255327
565,14.486867,2.1954489
566,10.981913,5.93457
567,3.1725402,6.3299713
568,17.302807,2.0778902
569,13.858482,4.585968
570,10.148232,1.6710597
571,3.1150484,9.808432
572,16.666319,2.655356
573,16.195389,2.960855
574,2.488472,8.011033
575,5.776996,9.392029
576,1.975241,13.1997595
577,10.60689,2.2479289
578,10.795206,5.543673
579,13.4236355,3.3818197
580,13.503755,4.4346905
581,8.591729,9.789861
582,15.164918,4.6190724
583,17.22013,1.5169849
584,10.4500675,7.9871607
585,12.0103245,3.4548314
586,10.105687,8.076873
587,13.345117,3.7896214
588,3.495634,6.496105
589,5.5118656,9.790352
590,16.382088,1.9936293
591,8.514489,9.998507
592,4.2111664,7.0669694
593,0.344585,11.924975
594,2.6545086,13.927858
595,14.8272505,4.280117
596,1.886684,13.826937
597,15.675495,3.8171735
598,8.490783,11.292387
599,10.799165,5.4950304
600,6.2245383,9.219041
601,7.8469825,11.142247
602,10.7742405,7.8300223
603,12.651102,6.2877817
604,16.081264,3.0337644
605,5.212949,12.728674
606,14.903507,1.594757
607,3.6775107,13.509716
608,16.478386,1.4886528
609,15.067123,2.5450227
610,5.5317845,11.954481
611,3.484088,7.4332275
612,2.2237866,12.346535
613,2.8621008,13.916665
614,15.316776,3.6952748
615,2.8486886,7.7970233
616,7.9357214,12.336934
617,13.087252,7.516264
618,13.768799,6.2096834
619,16.604137,1.7943441
620,16.328968,2.8127618
621,8.972256,9.134689
622,6.5395155,9.069561
623,15.918962,2.9746144
624,3.0056539,6.823909
625,15.376694,3.5585165
626,15.365535,2.3496494
627,10.0079775,2.3409379
628,15.265668,5.680937
629,15.296595,2.546359
630,11.158394,5.454688
631,16.00357,2.9510026
632,13.978704,5.5510473
633,3.0719342,7.6307936
634,14.605214,3.5394928
635,10.042852,9.849642
636,4.241613,12.12471
637,6.2815914,2.6222935
638,7.4862747,14.057056
639,0.10646273,12.718966
640,9.589569,3.9975853
641,2.7089643,12.83989
642,2.8978186,10.00067
643,10.278576,7.3639464
644,2.8059788,8.923102
645,13.766535,5.5228505
646,11.322284,2.9978597
647,2.5161703,11.477369
648,10.1192,4.8656807
649,16.254456,3.1203654
650,15.928398,2.9385102
651,10.04169,8.079092
652,16.286245,2.5245247
653,10.360788,8.607721
654,4.11079,9.502398
655,1.0957942,13.856567
656,1.9249557,12.0705185
657,1.4911225,8.368374
658,10.344001,11.615543
659,14.446871,5.2374167
660,3.2107906,7.126522
661,7.470943,11.039741
662,8.443016,10.67946
663,15.816442,2.0125208
664,3.8121367,7.6425147
665,8.575882,8.559796
666,3.8323119,7.3704424
667,9.604482,8.667716
668,15.583929,2.9726205
669,3.8649168,7.801691
670,10.968369,1.2973562
671,7.242366,11.643083
672,13.21157,4.216245
673,4.6250014,13.980186
674,3.9353163,5.3513613
675,2.8400908,6.8970804
676,11.904658,7.1910725
677,10.104788,1.8884244
678,6.3513737,14.008823
679,15.451176,2.6338165
680,13.983978,4.369216
681,3.2049932,6.6963577
682,14.5926075,3.1445365
683,15.27644,2.7273574
684,2.7308152,9.634564
685,9.74,7.617697
686,6.039832,14.415503
687,16.782616,1.2662066
688,8.96513,6.9252515
689,8.716797,9.3284855
690,4.397561,12.83349
691,7.638472,12.333736
692,16.3907,2.256417
693,3.8652496,15.894737
694,3.7772188,8.695961
695,11.660288,5.4828815
696,3.4017096,12.287166
697,14.271193,3.4426012
698,4.9642296,13.958504
699,11.094494,7.1225324
700,7.0728455,13.061304
701,4.431299,15.070632
702,3.4373798,8.394419
703,9.309639,9.785748
704,2.7645512,6.890017
705,2.0408494,14.80281
706,2.7633007,9.7554
707,2.0898447,12.992934
708,16.697626,3.492093
709,6.564619,8.262304
710,3.4965298,6.9126687
711,6.428873,13.723061
712,10.960192,6.8944845
713,14.300833,2.6977391
714,4.1547604,9.915283
715,13.809439,4.329566
716,12.131971,5.298052
717,4.3750076,5.939639
718,15.043642,2.1314228
719,11.479685,8.105282
720,15.575144,3.8719797
721,4.146373,10.187819
722,3.587443,13.101174
723,8.956289,8.612925
724,14.400579,4.471901
725,9.368209,1.4448802
726,12.627373,8.508425
727,3.5030875,6.3486605
728,10.924253,5.6322675
729,10.035367,11.483857
730,3.9416194,4.5013385
731,17.18788,1.1420206
732,15.666588,2.0951495
733,3.4143977,7.655411
734,7.1504745,13.704025
735,3.320508,10.060612
736,3.5569806,7.904255
737,16.822628,2.0296738
738,10.080633,9.395685
739,13.693475,4.7864637
740,12.505169,3.1060846
741,16.226753,2.3877988
742,13.269417,5.515724
743,7.6428385,10.319872
744,2.9337058,14.185442
745,6.1401606,13.642118
746,3.5201578,14.968662
747,5.5746984,14.430243
748,16.383049,1.6618097
749,4.206524,11.085526
750,3.4761388,11.851306
751,5.145542,10.420411
752,14.846094,5.81119
753,5.601218,13.127056
754,3.5553904,15.429605
755,3.9814806,7.4081964
756,17.271908,2.2084227
757,16.375454,1.9189672
758,15.791025,2.7340088
759,15.938835,7.195032
760,7.7232265,8.904224
761,0.93601036,13.759954
762,6.6842637,11.918415
763,14.422863,4.477422
764,7.3633556,9.8493
765,13.75704,7.5034676
766,2.2135582,8.403448
767,16.47756,2.5973244
768,15.766366,2.54747
769,9.860014,7.909381
770,7.571502,6.035314
771,9.702827,1.6945281
772,13.216724,3.6488008
773,10.317972,9.034441
774,16.958588,1.9973099
775,14.980595,2.3033733
776,7.3427353,10.696089
777,15.658819,4.4560795
778,7.7389903,10.173875
779,8.190259,9.639097
780,8.761765,10.85794
781,7.034601,12.8642435
782,11.203033,4.8629794
783,16.932621,2.1373565
784,9.121632,7.8377986
785,16.898043,2.8965902
786,16.355686,1.9151711
787,3.328092,8.282672
788,16.753601,2.9833064
789,3.4063792,14.476034
790,7.4096613,10.930109
791,2.5819297,10.380983
792,7.1536074,11.438909
793,10.810604,6.1388044
794,9.127003,8.47441
795,13.858807,3.9852054
796,14.027443,6.519013
797,8.285428,10.5977745
798,3.5802717,7.747734
799,14.848043,3.709735
800,6.9946637,11.4085655
801,7.5694084,10.441605
802,4.3025265,7.194318
803,4.287923,8.420563
804,9.164655,9.564071
805,3.5525494,7.3040314
806,4.571842,13.407366
807,4.9133496,15.186474
808,12.902752,8.270207
809,1.0123965,13.084644
810,3.8835788,7.5000677
811,7.114914,10.602697
812,10.62793,7.8278666
813,11.843199,7.023866
814,16.84951,1.6431888
815,15.918091,2.4236193
816,2.9072695,13.756367
817,11.849798,6.5980206
818,10.156761,3.6798596
819,6.960778,8.02323
820,0.11687472,10.865009
821,5.6610527,11.480473
822,3.6826293,7.0575356
823,4.063686,13.709508
824,1.870095,5.8829927
825,13.853381,4.6873136
826,15.247763,1.7220943
827,2.1135182,7.693009
828,9.166603,6.7940817
829,13.356981,5.7271786
830,3.6137695,11.2614
831,12.338358,1.4020605
832,17.183702,0.8745086
833,9.504282,5.5508466
834,9.33445,9.35754
835,4.5963335,4.7188144
836,16.423006,3.2057834
837,12.295086,2.7243304
838,16.32157,3.0187638
839,2.7835581,13.275312
840,16.043674,4.289487
841,2.1903162,13.030972
842,6.5276446,12.228741
843,10.419736,6.7957573
844,2.9418178,13.539569
845,3.659762,6.999915
846,16.98609,2.6769087
847,12.942142,4.3253927
848,15.174961,3.1475954
849,1.9769202,12.762944
850,9.565605,8.735635
851,10.8464575,5.9351807
852,15.4821205,3.2572436
853,5.5267973,12.747383
854,16.85123,1.9506938
855,16.366497,2.0922072
856,11.048641,1.123414
857,15.145703,4.3672905
858,5.515489,14.079967
859,12.321791,7.2732964
860,7.761023,2.3444219
861,9.601135,6.8595996
862,3.4144516,7.8571362
863,12.676326,6.8684072
864,2.0734875,11.755491
865,11.163556,7.535487
866,15.347824,7.579029
867,4.389062,13.598827
868,11.806979,1.1829903
869,4.2259207,14.489902
870,8.598828,13.261307
871,16.158047,2.4304144
872,3.752132,6.8456526
873,12.971151,7.5514536
874,17.493868,1.6736159
875,15.581408,3.361205
876,4.084687,7.2320747
877,8.240279,8.712378
878,8.502822,10.034854
879,16.971264,2.2279773
880,9.398086,9.664003
881,3.7447052,9.115599
882,4.0601664,6.226099
883,16.846107,3.0581834
884,3.117089,14.583539
885,7.826808,5.636958
886,12.896572,6.1940794
887,12.989291,4.2050505
888,15.412832,2.0965743
889,16.104296,2.7104516
890,4.3054857,4.934416
891,9.288689,7.5998006
892,3.8766022,6.678819
893,8.97514,8.5990095
894,11.171885,5.433165
895,3.7638803,7.963559
896,15.200105,3.50519
897,8.768023,11.13229
898,16.817265,3.163844
899,9.392041,6.9150434
900,7.338144,13.025724
901,15.172788,3.7346234
902,3.7133543,6.8528566
903,0.0042659566,13.133772
904,4.364545,13.7120075
905,3.728147,6.6134295
906,15.283588,3.2385654
907,14.933851,4.329545
908,3.2261782,14.459899
909,5.8775725,10.868988
910,7.350486,10.653293
911,16.337662,1.868573
912,3.4689527,6.2227774
913,10.220314,7.0923634
914,2.328467,15.257063
915,15.627681,2.0323477
916,14.492853,2.2402759
917,6.3691244,10.828109
918,2.3559558,9.221256
919,15.926895,2.3232107
920,16.414356,2.7453418
921,16.27936,1.954841
922,4.4625645,12.571613
923,6.7577753,8.837067
924,11.392147,5.2983294
925,3.8593445,12.4963045
926,4.724218,13.983662
927,15.278933,2.0213683
928,17.603674,1.1385438
929,4.4284854,7.6719522
930,17.039864,3.4237247
931,1.8283942,8.353858
932,5.281636,10.945024
933,7.435461,9.917913
934,15.353832,2.4135323
935,17.101414,1.4429687
936,1.6488857,15.085669
937,7.422143,12.852037
938,7.6966195,3.7663217
939,5.481953,13.38293
940,9.4728565,5.72844
941,2.989555,14.317364
942,16.12867,2.6776938
943,11.617605,10.599789
944,10.595253,7.7991676
945,11.592867,3.2658832
946,15.910395,2.566856
947,15.892744,1.9282032
948,8.710737,10.448502
949,16.187195,2.4481835
950,11.597057,9.119946
951,2.6263351,12.924067
952,5.2312384,8.937219
953,5.688664,8.8049965
954,15.968972,1.8182151
955,3.016243,13.954744
956,8.118667,6.223249
957,11.716415,5.6874313
958,7.488138,14.950699
959,3.8603115,3.0118356
960,10.499376,7.1048098
961,5.792289,11.726132
962,7.560133,11.461922
963,16.960863,1.5698943
964,3.008812,7.7897787
965,5.8641424,10.21572
966,4.878892,10.225823
967,12.902369,5.6246934
968,16.384314,2.9325874
969,2.9654884,6.6989717
970,13.617866,5.0196295
971,16.417587,2.1704247
972,11.456328,8.989991
973,3.9402475,6.92982
974,10.725216,12.027525
975,15.359718,3.5895789
976,7.881925,9.866392
977,3.3074973,8.211377
978,3.5463974,6.9971128
979,16.847927,2.1973646
980,3.7148156,6.491289
981,4.2622857,8.2716675
982,14.486879,3.8215458
983,9.580843,5.714648
984,14.700713,3.7945957
985,0.8855611,12.071174
986,3.107194,8.790699
987,11.174116,5.318413
988,4.1065865,3.185723
989,11.426707,1.5448415
990,10.502256,8.620241
991,7.78565,12.568747
992,4.7171917,7.4459248
993,7.326498,11.0662
994,3.3143988,11.106148
995,10.7530575,9.665611
996,2.9447165,14.001931
997,13.169217,2.530274
998,8.895853,8.571355
999,12.534138,7.591482
1000,13.728233,4.351231
1001,13.536282,4.619991
1002,3.8120785,5.4844065
1003,8.365673,4.3074427
1004,12.28521,7.780549
1005,15.87424,2.0083168
1006,3.8876963,8.909115
1007,10.028588,8.648014
1008,10.098619,10.80382
1009,10.23407,10.16772
1010,0.007707028,12.801834
1011,13.79266,3.7242775
1012,3.9264474,9.451052
1013,14.539641,3.7615278
1014,0.6944873,11.742278
1015,16.922182,1.1603987
1016,15.994904,4.2466636
1017,3.9111218,5.856556
1018,16.867672,1.7685448
1019,4.886001,7.7964954
1020,11.75706,7.670024
1021,11.260701,8.090571
1022,15.299577,2.7213454
1023,2.1956828,7.8329244
1024,15.202502,2.9045155
1025,15.332547,3.6180298
1026,11.189043,7.2488165
1027,16.530361,2.531361
1028,6.170559,8.875841
1029,9.991711,7.6006784
1030,8.139336,7.8087535
1031,10.648901,1.6648746
1032,15.525087,4.656825
1033,4.476542,14.585226
1034,16.054306,1.8297106
1035,3.672484,6.860958
1036,14.637595,4.69195
1037,15.592639,2.2984378
1038,15.025515,5.368418
1039,15.711145,3.0792117
1040,11.359789,7.4933486
1041,8.572774,4.6534195
1042,2.9854498,11.066016
1043,16.154999,3.3454876
1044,5.598361,9.808048
1045,8.4867935,8.794923
1046,3.1602993,7.1935954
1047,3.6482835,9.82973
1048,17.029408,2.0461402
1049,6.5148697,13.23211
1050,7.4064856,11.176897
1051,6.8367257,10.492592
1052,6.5676527,10.444407
1053,9.959716,9.880973
1054,15.783464,3.0509906
1055,3.5502825,7.2980957
1056,15.287299,6.183016
1057,7.755801,9.272532
1058,12.903966,6.9481034
1059,5.1097093,14.358539
1060,16.73096,1.7509621
1061,16.511753,1.2434847
1062,11.597886,2.0047622
1063,10.402229,3.6774344
1064,2.1644902,13.692382
1065,14.833488,2.8416572
1066,3.2065809,7.5795355
1067,11.06608,7.0037503
1068,9.446671,8.351998
1069,4.956291,13.839016
1070,16.585253,1.752984
1071,2.9001286,8.040282
1072,11.920649,2.549243
1073,2.8476937,7.5463657
1074,4.34527,7.356496
1075,16.734564,1.9071608
1076,3.5786896,8.742351
1077,7.1013308,10.845104
1078,15.807356,3.4610305
1079,15.589697,4.505649
1080,2.456198,10.132344
1081,11.511776,6.3179936
1082,4.3361692,7.8193035
1083,7.4860854,9.450248
1084,16.693766,2.7509263
1085,3.3254468,7.3153634
1086,11.47739,7.047067
1087,3.5801349,11.873991
1088,5.644009,13.472174
1089,8.580298,10.681896
