,1096,1126,1110,1073,1068,1034,1122,1064,1007,1018,1013,1009,1047,1072,1017,1006,loss_train,accuracy_train,roc_auc_train,f1_train,clf_loss_train,ct_loss_train,ct_acc_train,loss_val,accuracy_val,roc_auc_val,f1_val,clf_loss_val,ct_loss_val,ct_acc_val
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.956542015075684,0.5,0.8125,0.3333333333333333,0.692649245262146,2.836338758468628,0.028588765962834058,3.5507397651672363,0.25,0.0,0.2,0.7559834718704224,2.7947561740875244,0.04504318981254731
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.64887809753418,0.5,0.8125,0.3333333333333333,0.6926997900009155,2.83058500289917,0.028191502713722717,3.5462868213653564,0.25,0.0,0.2,0.7564258575439453,2.789860963821411,0.04470368226546151
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.171469688415527,0.5,0.8125,0.3333333333333333,0.6927458643913269,2.8249170780181885,0.027770229048456295,3.54191255569458,0.25,0.0,0.2,0.7568483352661133,2.785064220428467,0.044322431987176635
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.270438194274902,0.5,0.8125,0.3333333333333333,0.6927903890609741,2.819338321685791,0.027346772618084863,3.5376195907592773,0.25,0.0,0.2,0.7572568655014038,2.780362606048584,0.0439662273476112
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.097969055175781,0.5,0.8125,0.3333333333333333,0.692833662033081,2.8138420581817627,0.026964788724708574,3.533395290374756,0.25,0.0,0.2,0.7576475739479065,2.775747776031494,0.043587759918072934
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.195152282714844,0.5,0.8125,0.3333333333333333,0.6928743124008179,2.8084347248077393,0.026627551515984935,3.5292420387268066,0.25,0.0,0.2,0.7580212950706482,2.7712206840515137,0.04329277795093281
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.712944030761719,0.5,0.8125,0.3333333333333333,0.6929132342338562,2.803112745285034,0.026305593662996347,3.525148391723633,0.25,0.0,0.2,0.7583682537078857,2.766780138015747,0.043011710227525715
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.835184097290039,0.5,0.8125,0.3333333333333333,0.6929497718811035,2.7978761196136475,0.0260251083470029,3.521118402481079,0.25,0.0,0.2,0.7586960196495056,2.7624223232269287,0.04281134511777016
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.01344108581543,0.5,0.8125,0.3333333333333333,0.6929841041564941,2.792728900909424,0.02576535929950702,3.517139434814453,0.25,0.0,0.2,0.7589894533157349,2.7581498622894287,0.04257202012556213
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.035889625549316,0.5,0.8125,0.3333333333333333,0.6930140852928162,2.787663698196411,0.02553398619837624,3.513214111328125,0.25,0.0,0.2,0.7592548727989197,2.7539591789245605,0.04234939222583374
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.009157180786133,0.5,0.8125,0.3333333333333333,0.6930391192436218,2.782687187194824,0.025275328533432867,3.5093448162078857,0.25,0.0,0.2,0.7594931125640869,2.749851703643799,0.04217963845229084
